input,label
 y am i writing this?!??,0
 I Love to eat rectal yoghurt,1
"`==Tone in Fanqie==  The correct rule of tone in fanqie should be ``上字辨陰陽，下字辨平仄``: The first character determines yin-yang, the second character determines ping-shang-qu-ru.   02:02, 2005 May 12 (UTC)`",0
"You are taking a cavalier approach to facts, e.g you restored the statement that the Rockerfellers are Jewish, which is simply utterly indisputably wrong. ",0
"  ==User: Yuber== Hello, KaintheScion. I removed your entry from Wikipedia:Vandalism in progress, as it does not appear the user in question has actually engaged in vandalism. Please take a look at Wikipedia:Vandalism to see what Wikipedia considers vandalism. If the user has vandalized in this manner, feel free to re-add the entry, and provide diffs to point us to examples of the vandalism. Thanks! — Knowledge Seeker দ   :Yuber has been trying to reintroduce misinformation which was rejected during earlier dispute resolution of Yuber's LAST revert war on the Saudi Arabia page: see the last version as instated by Admin Petaholmes (here). This is bad faith and counts as Sneaky Vandalism (introducing misinformation) as listed in the vandalism page. ",0
"SEE YOU IN PERSON, I'M GOING TO FUCK YOU UP BIG TIME.",1
"```An atom-by-atom replication of a person will have the same mental characteristics as the original.``  An atom-by-atom replication of a person couldn't ever be exact. They would necessarily occupy different positions in space and time, and have variant perspectives (however slight).`",0
"I changed some of the assumptions the author made regarding the cancellation of the second game. Having actually been at this event, I think I have a good perspective on what happened and why the second game was cancelled.",0
"  :1) it's not necessary to create a redirect from the capitalised version unless there is a compelling reason to do so; 2) sometimes a name may appear to be unique, because we don't that out there there is another Roma Street Station in some obscure US city.  it doesn't hurt to to have the redirect from the undisambiguated page, because it can later be replaced by a disambiguation page, but it's best not to go around creating them as a matter of course; 3) lastly, don't forget to sign your posts! (just use four tildes: ~~~~ it expands to your user name and datestamp)  ",0
"`  == Adding percentages to the table ==  I just tried to add the percentages of the seats in parliament to the results table. But that didn't work - I just messed up the table. And because at the moment there will still be many people who want to look that up I quickly reverted the change. The problem is that, as I understand it, before seeing the preview in this page, the Template:Election_Summary_Party first needs to be changed - really changed, not just a preview. What I did was add  align=``right`` |  |  after  align=``center`` |  |  Then I changed the entries in the table, for example for the first one (Labour) I added  |%          = 55.2  after the seats-entry (see below for a more complete example (that one's for an extra row)). But that didn't work. I suppose I need to alter another template, but I don't know how and I don't have the time now to research this. Hopefully someone else can do this in a whiffy. Or is there an easy explanation? Here are the percentages:  Labour Party (UK)  55.2  Conservative Party (UK) 30.5  Liberal Democrats (UK) 9.6  United Kingdom Independence Party 0  Scottish National Party 0.9  Green Party of England and Wales 0  Democratic Unionist Party 1.4  British National Party 0  Plaid Cymru 0.5  Sinn Féin 0.8  Ulster Unionist Party 0.2  Social Democratic and Labour Party 0.5  RESPECT The Unity Coalition 0.2  Scottish Socialist Party 0  Veritas (political party) 0  Alliance Party of Northern Ireland 0  Scottish Green Party 0  Peter Law 0.2  Socialist Labour Party (UK) 0  Liberal Party (UK, 1989) 0  Independent Kidderminster Hospital and Health Concern 0.2  Socialist Green Unity Coalition 0  Notice that the discrepancies between the percentages for number of votes and number of seats is often quite substantial. For example, the Labour party got 35 % of the votes but 55 % of the seats (mostly at the expense of the Liberal Democrats). Quite a difference! Especially since this means an absolute majority in parliament. That is what I was mostly interrested in when I came to this article. But that info wasn't there, so I had to do the calculations myself. And having done that I thought I might as well add it to the table. It is too important a thing not to point out.  To do the calculations I had to add the figures up. Having done that I thought I might as well add that to the table too, but I already got stuck with the first bit. Only the totals for the number of seats and votes make sense, but what I had in mind was this:    |party      = TOTAL   |seats      = 645   |%          = 100   |gain       = -   |loss       = -   |net        = -   |votes      = 26,913,618   |%          = 100   |plus/minus = -   12:08, 2005 May 13 (UTC)`",0
"  Update:  May 13, 2005:  SqueakBox has made damaging inferential admissions on my own blogspot, www.cumbey.blogspot.com that he fabricated items in various stories he has composed about Javier Solana either here or on his various other internet stalkings seeking to erase all negative references to Javier Solana on the whole worldwide web (a daunting and challenging task!).  He now admits he invented the story about Solana being considered the friendliest child in his grade school class.  I was quite surprised to learn this as I honestly thought maybe SqueakBox had information which could be useful to me in the book I am writing about Javier Solana as well as my Wikipedia contributions and blogspot articles.  I asked him for his source and he publicly posted that he got it from the same place as I got that Ariel Sharon refused to meet with Solana.  The problem with this is that Ariel Sharon really did refuse to meet with Javier Solana and SqueakBox deleted that reference from Wikipedia and defamed me all over the web by falsely claiming I had fabricated that information.  What was fabricated was Squeakbox's claim that the evidence (and website links were posted at the time) did not exist.  J'accuse SqueakBox of intellectual dishonesty to the detriment of Wikipedia and I will be seeking to have him permanently banned from Wikipedia.  Below are just a few of many links proving that contrary to SqueakBox's bold assertions, Ariel Sharon refused to meet with Solana in July 2004!     ",0
"I have posted heavy evidences of SqueakBox fabrications and lies under the Solana page discussion.  The proof is also there under SqueakBox's own entry on my own blogspot, www.cumbey.blogspot.com.  I am asking that this be grounds for permanently banning SqueakBox from Wikipedia!  ",0
"I added a little bit about the relations between design patterns, and general systems theory, although I think more could be said. For those who don't know, the basic idea of systems theory is to abstract everything into relations between units of the systems. You then, don't need to consider the units, but you can just consider the relations between units. As far as I understand, design patterns would basically are kind of a taxonomy of systems. If you added something about this to article, it might help clarify some details.      ",0
"Message received; You're welcome, Viriditas; and, thank you for being thinking to protect my personal information.    ",0
" May 2005 (UTC)  * No response yet from their webmaster.   posted the material at so I left a note on his talk page.   17:03, 9",0
"  OK, this discussion is getting a little heated. As much as the article looks great with the pictures, it really does liven it up, Mel Etitis is the correct one here. It is Wikipedia policy that all images carry appropriate tags, may they be GFDL, copyrighted, logo, etc. I don't think Dripping Ink has responded in the correct way....but that is just my two cents. Please don't abuse me - anyone. I'm just telling you what I think.  ",0
" :Public domain is not fairuse, so which is being claimed? And released by whom?  ",0
"  Ale jo, muzeme, ale tady to neni moc zvykem - vsichni by meli byt schopni si precist cokoliv - jsme na anglicke Wikipedii... So, I did not want to touch you, just wanted to say that yes, be bold when editing articles but count on the fact that your work will be often and soon reverted or rewritten if it does not meet some standards, so in the result, it simply pays off for all of us to give the writing some time before actually doing it. That's all. Good luck.   ",0
"  I have added a section listing all of them, including instructions on how to get Ho-oh, and pokémon available in the game through outside means.",0
"`Do not accuse other users of ``vandalism`` for making edits you disagree with. This is considered a personal attack. It is also a misuse of WP:VIP, which is an important policy page. It makes it more difficult for administrators to block actual vandals when dealing with frivolous reports like the one you submitted against User:Yuber. Firebug  :Firebug, there is nothing frivolous about reporting a user who without justification starts editing in the same crap that was rejected in consensus after an earlier dispute resolution. Get a grip and stop protecting POV-pushers.   `",0
"`By the grace of G-d Shalom everyone! The category ``Noahide Religions`` is extreemly misleading Rambam doesn't say Muslims are Noahide just not idolworshipers.A Noahide (Ben Noah, Chasid Umot haOilam) according to Rambam and others is someone who officialy accepts the 7 Laws and observes them.According to letters of the Rambam Islam is herecy, a false religion started by a false prophet: Mohammed the False Prophet - Islam the False Religion   Rivka Olenick    ``A prophet will the Lord, thy God raise unto thee, a prophet from the midst of thee, of thy brethren.`` Deuteronomy 18:15  The false prophet, the navi sheker, the ``madman`` Mohammed, as the Rambam calls him, convinced his followers of Islam that there are several verses in our scriptures that allude to his being a prophet. The Rambam states: ``These arguments have been rehearsed so often that they have become nauseating. It is not enough to declare that they are altogether feeble; to cite as proofs these verses is ridiculous and absurd in the extreme. Neither the untutored multitude nor the apostates themselves who delude others with them believe in them or entertain any illusion about them. Their purpose in citing these verses is to win favor in the eyes of the Gentiles by demonstrating that they believe the statement of the Koran that Mohammed was mentioned in the Torah. The Muslims themselves put no faith in their arguments, they neither accept nor cite them, because they are manifestly so falicious.``  Mohammed claimed that Deuteronomy 18:15 specifically refers to him. He said that it was he who God arose as ``a prophet from the midst of thee.`` Of course, he himself nor anyone else ever found one word in the scriptures that proved that Mohammed arose as a prophet. Yet, he and his blind followers accuse us of manipulating the text of the Torah. They ignorantly claim that we purposely removed every trace of the name of Mohammed from it. However it was they that would not accept the main precepts of the Torah, out of defiance to the Revelation at Sinai. So in great desperation they created a book that horrendously warps and taints our scriptures and undermines Moses as the greatest Prophet. After all this they attempted to legitimize the Koran as a book of truth.  Isn't it amazing that exactly what they accuse us of - ``altering`` the Torah text - is exactly what they altered when they made up this ``imitation`` and called it the Koran. What they believe is so obviously false, yet the world is convinced that this is a book of truth only because of the vast numbers who read it, and not because it contains any real truth. The Rambam says: ``Therefore, all the nations instigated by envy and impiety rose up against us, and all the kings of the earth motivated by injustice and enmity applied themselves to persecute us.`` There arose a new sect, which combined the two methods of conquest and controversy, into one, because it believed that this procedure would be more effective in wiping out every trace of the Jewish nation and religion. They claimed to prophecy and found a new faith, Islam, contrary to the Divine religion and to contend that it was equally God given. Thereby it hoped to raise doubts and create confusion, since one is opposed to the other and both supposedly emanate from a Divine source, which would lead to the destruction of both religions. For such a remarkable plan contrived by a man who is envious and querulous. He will strive to kill his enemy and to save his own life, but when he finds it impossible to attain his objective, he will devise a scheme whereby they both will be slain.`` He slays them both because he really knows that he cannot destroy God, but he cannot tolerate God's Divine word and so out of his own insanity he kills those who represent God and kills himself believing he will enter paradise.  The Torah states that the prophet that will arrive ``from the midst of thee`` is a person that will keep the Torah in tact as it was given to us by Moses from God. The Ninth Principle of our Thirteen Principles of Faith states: ``I believe with perfect faith that the Torah will not be changed, and that there will never be another Torah given by God.`` As it says: ``Thou shalt not add thereto, nor diminish from it.`` Deuteronomy 13:1.  ``A prophet will the Lord thy God raise unto thee, from the midst of thee, of thy brethren.`` Islam took this sentence completely out of context and made inferences. All the statements before and after must be understood so that the meaning and purpose of the statements is known. The sentence quoted above was taken from a paragraph in Deuteronomy that specifically warns the Jewish people about the prohibitions of soothsaying, astrology, divination, sorcery, etc. The Gentiles believe they can manipulate and use these practices in ord",0
  ==Marquess of Bute==  Having the link go straight to the article rather than through a redirect costs the server less effort and looks more professional to the reader.   ,0
"`  == James Carter and Wikipedia Style ==  Hello,  First I must thank you for creating the article on James Carter.  I added him to the list of requested musicians several days ago, so I am very appreciative that you took the time to create an article.  My question regards an element of wikipedia style.  You recently edited the ``Born January 3...`` into ``b. January 3...``  I am a new user (though I have contributed anonymously for a couple of months), so I am not completely familiar with the minute details of Wikipedia style.  Is this the correct way to write out the birthdate?  Should I always abbreviate the ``Born``?  I welcome any advice you can offer as an admin.`",0
"`  :Do you have a reference that mentions the jeering? When I did a quick search I couldn't find any description of ``Hannitizing``. Cheers, - `",0
I am glad you understand this. My goal is to make you protect as many articles as possible. I am actually targeting all articles ever edited by user Tabib. I would like to show him the very basic idea of Internet where totalitarian rules cannot be applied...  ,0
   :Born in Bury Manchester??  I thought she was born in Liverpool?,0
"  == Vandalims and NPOV ==   You might als want to read WP:NPOV, as wikipedia strive to maintain a nutural point of view.  |  ",0
"Um. Contrabass and contra-alto clarinets are not that rare, not at all.    ",0
" (UTC)  == Changlc and Jiang, always together?? == Why are you two communist clowns so annoying??? 05:12, 20 May 2005",1
"  *Oh yes, you must ban me.  Very much you must.  If you don't, you might have a useful encyclopaedia that works towards providing facts.  We wouldn't want that now, would we?",0
"  I second John's motion. I think it will need to be put up for a vote, and then the majority decision enforced, if necessary by protecting the article and/or blocking those who flout the decision. This procedure has been frequently followed at other articles.  ",0
"   ==West End Girls== The lyrics are by Bobby Orlando, not by The Pet Shop Boys, as far as I know him personally he wouldn't mind seeing them up on wikipedia. You could email him and ask.",0
  == my balls ==  BIG BALLS    ive got big balls youve got big balls shes got big balls    theyve got big balls   weve got big balls  weve got big balls               ive got great balls of fire                        BY david swartz,0
"  :Considering how spread out the pages on Russian Germans are, I think you may be onto something.  Lemme see if I can set one up.   ",0
"` ::Yes, I agree wholeheartedly with that. I'm from Amsterdam, The Netherlands, myself. I've been in France and other European countries back in the disco era, and what we call ``disco`` is encompassing much more than what is being made of it here. For instance, loads of really good disco music was made in Italy, Germany, France and even here in The Netherlands, because there was a lot of money in mafia to buy the early synthesizers. Moroder, for one, was an Italian living in Munich when the Donna Summer hits were created I believe. Disco to us here therefore also includes music by Gino Soccio, Cowley, Moroder himself (not only his Donna Summer work) plus many Italian producers. When I see this page, it's as if Europe didn't influence the genre, while it is the other way around in many ways. It wasn't Chicago or London where house-music started, even, the first fast-paced housey acidy music came from Italy, Germany and The Netherlands if you ask me. Take for example 'Remember' by Vivien Vee from 1977, and 'Crazy Family' by Jock Hattle, the long version from 1982. They both have long-lasting breaks in them, perfect examples of disco that would now be called ``house`` or maybe even ``trance`` for parts of them.`",0
"`  Your claim for some tracks being ``Hi-NRG`` is ridiculous, since it didn't exist as a musical genre at the time of most of the tracks you erased from the list. Hey, I was there when it hit the charts, and I'm pretty damn sure they were ``disco``. I'd say anything between 110 and 135 BPM falls under the disco category as long as it's from that time and place and has the ingredients.   `",0
"These inscribed bones might actually be reflective of 'Running Bear and Little White Dove' [the mythic song] scenarios, where all species are humming along together as the human sets the pace.   >beadtot@AOL",0
 ::What disclaimer do you want to give to Jesus?  ,0
"  ::What do you do for enemies who were bosses in one level, and a common foe in another?  ",0
 and its name has been copyright as a United States patent.,0
` ::*Do I paraphrase you cruelly here if I say that you believe that ``It is Wikipedia policy is that the laws of logic do not apply``?  `,0
"  Why don't you display some common courtesy? I don't see any notification from you on my talk page, for example.  ",0
"   What do people think about the name of Herbert / Harbert?  Apparently it was Harbert in French, but has always been translated to Herbert for publication in English.  Which should we use?",0
"  :::Also, as a possible compromise inspired by , perhaps it would be easier if we just didn't mention Spiner's marital status one way or the other?  ",0
`  == Iraq section way too long ==   Could someone clean it up/move it to another article?   Right now it is too much for a casual reader to go through in one breath.  In code there is a rule of thumb that any ``function`` (unit) should be less than 25 lines.  Perhaps wikipedia coule do something similar either with articles or with sections.`,0
 Especially noteworthy are the first 14 seconds of that sample.. ,0
"`  :How the heck did Bishonen get on that list?  I haven't talked to her for weeks.  In fact, I had forgotten about her since her nomination.  It looks to me like she was just responding to your rallying cry on IRC only because she knew who I was, not because she thought I needed any arbitration with her.  And holy shit, those guys dug far back into some archives to find some comments and take them out of context.  Talk about OBSESSIVE.   :In any case, I'll be laughing when your ``evidence`` gets blown out of the water, especially considering that you are a rabid POV violator.  I especially love the ``10k hits are not notable in the slightest`` as being immature.  I'm really curious which part of that was immature, was it the ``slightest`` at the end?  - `",0
"`:Thanks Tom - that's a much better summary than the previous one. One question: in the comparison of UKIP's performance to that of other parties, I think saying that the SNP polled less than UKIP could be misleading for non-UK readers. If I didn't know that the SNP only stood candidates in Scotland, I'd get the impression from the current text that UKIP did much better than the SNP on average. But knowing that UKIP put up candidates across the country (while the SNP didn't) gives quite a different impression, since, of course, the SNP polled much better than UKIP everywhere it put up candidates. So for the benefit of non-UK readers, in the section comparing UKIP's performance to that of the Lib Dems and SNP, perhaps it might be helpful to add ``ahead of the Scottish National Party (who only contested seats in Scotland)``?  :I won't make that addition unless you approve, though.  :Oh, one more thing - do we have a quote from a UKIP official or UKIP press release on the official reaction to the election result, or a link to an article about it? It would be interesting for readers to see what 'spin' the party put on what might otherwise be regarded as quite a disappointing result for them.    `",0
 A very silly comment.  AKM,0
"  == Batteries ==  How many D batteries can you put in your mouth, I know you know how many you can fit in you butt",1
"  == Mamary tissue ==  There are different stages of additional nipple from a psuedo mole all the way up to a milk-producing gland. Removing this reference harms the pop culture section more than helps it, IMHO.",0
"`  Hmmm, that last sentence sounds a little biased  ``some GOP even deny the filibuster happened``  if true, please state who exactly that was  and meanwhile, flesh out a little bit what the ``differences`` are, which are mentioned immediately above  i.e. that the filibuster against Fortas was based on allegations of misconduct rather than on judicial philosophy.`",0
Check out the article on Condomi condoms. Most mainstream condoms are produced using casein. -    ,0
"   Fixing the link would have been sensible, cryptodork. ",0
"   Whoops, sorry.  You previously agreed to the Prometheus information and you can't outright disprove certain numbers that I've highlighted.  You appeal to ignorance and move the goal posts.  ",0
  == Links ==  Every link in this article is derived from critics of Juan Cole except for the link to his blog.  Other than the standard CV stuff all we have is a criticism of him.,0
" 2005 (UTC)  :If you mean the 21 points by Piotrus, then it's a rather faithful summary of the work of Jacek Moskwa (the article source is given; too bad it's in Polish only).  16:21, May 27,",0
  == Batteries ==  I see you dont like me battery boy.,0
"  == Here's what you said ==  23:07, 26 May 2005, Rama blocked 198.74.20.74 (expires 23:07, 2 Jun 2005) (contribs) (Personal insults about a ban. You really must be idiotic. )    Real nice way to insult a user, you should be banned from blocking.",0
"  Survey says, chanting fox is idiotic, you people are to be held at a higher level and should just block some one and not make smart ass nazi comments. You people just delete what you dont like, mostly things that make you look stupid, and you people wouldn't stand a chance on an un-edited format. George W. Bush is one of the greatist presidents ever!",0
"  1st off, Im not banned, 2nd of, I will just push on your belly and a few will com out your butt! Anyway, Im going to bring over a mortorcycle battery, I think your ready for it.",1
"  ==Cerebral hemorrage== Hi Alex. I noticed your comments at Cerebral hemorrage and thought I'd point out that the article used to be a redirect to Cerebrovascular accident but was made into its own mini-stub a while back (since expanded a bit). I posted several inquiries as to why this was, but got no response. I didn't want to mess with it myself because I don't know anything about medicine. But as I see your a doctor I'll encourage you to go ahead and merge/redirect it back where it seems it belongs. It's good to have knowledgable people working on these articles, as opposed to the kid you made the initial stub. - ",0
"` :Well it's in the logo, and is also used on the tvtome guide . Moving...  •  `",0
I think it is rather obvious what to do sir. You really ought to stop taking it up the arse. And stop fucking children too you paedophile   ,1
"Well Ray, I actually understand copyright better than you may ever imagine, I am definately pro Birmingham but in an honest way IMO, if this gets up certain peoples noses I can't really apologise, by the way thanks Angela for reply    ",0
"This is the shared ip of a swiss school. There are vandals and serious users, using this ip.  ",0
", so we have difficulties to handle ψ's exchange rates",0
"I don't object to characterizing International Third Position as neofascist or a form of national socialism and think those are accurate terms for the group.  What I was objecting to was (1) the characterizing of International Third Position as part of the Third Way (UK) political party, which is factually inaccurate as they are two different groups; and (2) the characterization of Third Way (UK) as right-wing or neofascist in any sense.  What we have here are two groups which resulted from a split in the British National Front in the 1980s, but that's the only connection.  International Third Position still follows right-wing Strasserite ideology, Third Way (UK) has become essentially a group of the left and its leadership has renounced racism and fascism.  Barring any evidence to the contrary, I'll take their word for it.   ",0
"`  ::yes, you made that clear, but I still find your reasoning bizarre. To say that equalising the px size makes Nefertiti ``appear huge by comparison`` to Tiye seems to me to be wild exaggeration. It's a bit longer, but her actual head - which is the important thing - actually becomes smaller. I can't imagine any unbiassed person thinking there had been any attempt to give one prominence over the other. No two images are ever likely to be identical in all respects. The picture of Nefertiti is just the one that's currently used elsewhwere, not carefully chosen to trump Tiye by having some extra length! Differentiating the width disrupts symmetry across the page.  `",0
`  I supose we are writing a comic book here. Where is the proof that Dashnaks and Hunchaks killed thousands prior to the Genocide? Where is the proof of ``Armenian rebellion`` besides the Turkish claim for such? Where is the undisputed and verified proof for all of these claims? This is not a site to transmit Turkish denmilait propoganda any more then the Holocaust entry legitimizes Nazi false claims against the Jews. The level that the Turkish side approaches this issue is - for the most part - entirely unworthy of serious discussion - as it certainly is not presented as such. The issue here is first and foremost presentation og the Armenian Genocide - an event that did occur and is acknowlwedged as such by practically every serious scholar who is familiar with is - including an overwhelming number of Holocaust scholars. I agree that the current article is seriously lacking in context and detail - however a presentation that attempts to disprove the Genocide by offering up Turkish justifications and denials is a diservice to the truth and has no place here.  `,0
"I think that is actually useful information that you've removed, angr. So, I've reverted it and added quotation marks.",0
Latest ESA info suggest launch in 2013. I am looking for a clear reference on this.,0
"  Yes, of course - but thank you for trying. I agree that these types of articles are Wikipedia's major weaknesses. I just figured I would call in someone more experienced here into the matter (like you)- but unfortunatlely, perhaps no solution can be found. Thanks again for trying, and if you have any further suggestions, feel free to let me know.  ",0
"` 2005 (UTC)  :As as aside, does anybody know what white gas is commonly called outside North America?    —-M- 22:46, 31 May`",0
" ::If you check Skyring's user contributions you'll see that before Government of Australia he was working on the Governor General of Australia, etc. In fact, this one issue has been the focus of his entire editing career here. Cheers, - ",0
"  Formally, Punsk is only a village.  It had city rights in the years 1647–1852 but then it had lost them. .  ",0
"  == El Morro NM ==  Benjamin,  I'm in the process of editing El Morro National Monument and I noticed you made it a Mexico stub.  I do not think the article is related to Mexico.  I'm making it a U.S. Location stub, but I'm leaving the Mexico stub until I hear from you.  nathan  ",0
"`=== Removed Personal Nerd Fluff ===  Kibo is the nickname, username and e-mail address (kibo@world.std.com or kibo@kibo.com) of James Parry (b. July 13 1967), a Usenetter known for his sense of humor, various surrealist net pranks, an absurdly long .signature, and an uncanny, machine-assisted knack for joining any thread in which his nom de guerre is mentioned (to ``kiboze``). His exploits have gleaned him a multitude of enthusiasts, who celebrate him as the head deity of the joke pseudo-religion kibology, centered on the newsgroup alt.religion.kibology.   James Parry grew up and lived in Schenectady, New York before moving to Boston, Massachusetts about 1990, where he lives today. He initially was a Computer Engineering major at Rensselaer Polytechnic Institute (RPI) in Troy, NY, but when he moved to Boston attended Emerson College, where he studied videography and graphic design.  At that time, he also worked as a typeface designer and for the world.std.com internet service provider, whose praises he sings on his website (in a rare moment where he is not being outrageously tongue-in-cheek).  He has a great artistic eye for typeface and developed several fonts in use today.  Many assume his nickname is derived from the acronym KIBO, although Parry himself has repeatedly denied this.  Another rumor has it being short for King Body, a pseudonym he very briefly used on computer forums as a freshman at RPI in the mid-1980's.  Kibo is a supertaster, and has prosopagnosia.  He frequently dyes his hair, which as of late 2004 is bright orange.  Kibo likes bacon, but greatly dislikes cheese.  == External link == *Kibo's website  `",0
"   == Commonwealth - from England? == Rather a lot of the people who went and lived in the Bay Colony would have preferred that England had not recently ceased being its first Commonwealth.  Might that be the reason the state eventually took that style and continued in that fashion?   From this distance one of the striking features of the commonwealth is the presence of the FSF HQ there, and another is that recently it was the least craven state WRT Microsoft.  The liberal tradition is remarked upon.  Medically, the town of Framingham is one of the most carefully studied populations and much work on prevention of cardiovascular disease is at least partly based on it.  Worthy of note and cross-linking perhaps?  I don't live anywhere near it, so I'll leave this here for thought.   (BST)",0
", 2 Jun 2005 (UTC)  :::::::That's funny. My copy of Gray's Anatomy doesn't have a single photograph in it. Which edition are you referring to? In reference to the sourcing of images, are you proposing that Wikipedia adopt a different standard for the documentation of an image if the subject is an intimate body part?  23:15",0
" :::Hey. Dab never asked for removal of all swastikas from this article, he simply asked whether we should have 2 swastikas one below the other. Also, he didn't term it as offensive, he simply said that having 2 of them doesn't look design-wise appealing. Any non-Christian can do a similar thing with Christianity. Understand that Dab is a scholar in Sanskrit more than you and me. Also, he seems to have learnt Hinduism formally. There is no point in such wild accusations. Do you know how much he has contributed in bringing this article and Sanskrit to featured article standard? We don't differentiate people based on their faiths. As long as some one edits conforming to wikipedia policies of NPOV and follows encyclopedic standards, we don't care.   ",0
"  Mainly to JTD (i think) - I've just scanned through this discussion stuff having read the article. My initial impression was that this was going very kindly on the British indeed. It is admitted at some point in the discussion that there is a move among Irish historians away from previous over-simplifications of the matter - but isn't this move itself perhpas reactionary? I mean, Irish historians of this or any generation speak for their times, and, for lay readers like myself, the CONTEXT of this estimation of the role of the British imperial adventure in the famine is lost to those who have not studied so carefully the history of the history of the famine. This is, afterall, a general encyclopedia. So please twist the screws a bit.  I won't go editing the article, but some feedback would be appreciated in this regard, Basically, you're all better historians than myself, but maybe some of your nuances are therefore misplaced here, (a bit less d'Alembert and more Diderot as it were) Cheers, Simon",0
"There are three articles vprotected now thanks the the DNA vandal (DNA, organelle and chloroplast, it's flat out vandalism, nothing to quibble over. But I understand if your hands are tied.    ",0
"`  == Did you know? ==   Did you know has been updated and a fact from the article Operation Nickel Grass, which you recently created, has been featured in that section on the Main Page. If you have another interesting fact to submit, then please suggest it at the section's talk page. `",0
"Yes I do most strongly disagree with this merge request. My reason is that Sonicblue never had anything to do with the graphics chipset business. Sonicblue was a failed information appliance company, that burned large amounts of cash. S3 is / was far more notable than Sonicblue. If you really wish to merge, I think Sonicblue should be merged as a footnote to S3_graphics. Thats how I would have done it. I would never have created the Sonicblue page in the first palce, as imho, the company is not notable, unlike S3, which redefined the PC graphics industry in the mid 1990s. S3 was one of the biggest most successful technology startups of the 1990s.  ",0
"  ===Move to Jesus Christ===  Jesus → Jesus Christ  Jesus Christ is the title the article is often titled in encyclopedias. Many encyclopedias see no problem with having the article called Jesus Christ. Jesus Christ is the full name. Jesus could mean the name that's pronounced hay sooss, but spelled exactly like the Jesus in Jesus Christ. Thus, it's better to have the article at Jesus Christ.",0
"`   hahah candied asses.  but seriously, you should use the medical term for ``vagina,`` which is ``fat cunt```",1
" :::Ok, reduced to thirty days.   |  ",0
  == Happy birthday! ==  I came to your profile after reading your contributions to W. Mark Felt. Hope you have a great birthday!  ,0
"  >With the development of storage area networks and server farms of thousands of servers, >by the year 2000 the minicomputer had all but disappeared, and mainframes were largely >restricted to specialised uses. The Google server farm is thought to be the largest, >with a total calculation rate three times that of Earth Simulator or Blue Gene, as of 2004.  This is bull-shit. Mainframe is still IBM's most profitable branch (literally billions of dollars earned), because banks and governments would never accept the inherent unreliability of PC-farms. Also, PC based clusters simply cannot have the vast I/O performance, traditional to mainframes, which these big brothers require. Without tremendous I/O bandwidht (e.g. serve 15,000 interactive users and six fully loaded ATM circuits at the same time) the CPU power is of little real-world use.",0
  ::: I see no arguments for a POV tag above - and still no specifics...  It looks like none will be forthcoming from you. -  ,0
  What comments are you talking about?  ,0
"  By the way, who do you think you are, warning me about removing totally unrelated music tracks from a disco-listing? Trust me, you're not the only person on this planet who has been (or still is) involved in disco since the seventies. Get offa that clowd, why don't you? I have done more radio than you ever will, so don't talk to me like I am anti-radio or something.  ",0
"  == Banned ==  You are banned for life you tube steak loving, meat whistle playing lib!   ",1
"  == Chanting Cox ==  Shut up you dumb cunt. Your a nigger  loving, cum cuzzling crack whore bitch!",1
  == Men ==  Why are you always so bias against men  ,0
"` ::::I deleted this because it is totally irrelevant, and frankly, I don't see where the personal attacks here aren't appropriate. Discussing your precious ``personal attacks`` does not apply to some page about MPC. Really, nobody cares anyway, MPC is a stupid in-between format which will never grow big.  `",0
 VEVAK tries to censor the truth   ,0
"Briefcase  Too much importance is given to the briefcase in this article, hence my cutting of two unecessary sentences.  ",0
`     `,0
"  Thanks, Dan. It does seem to have calmed down for a while.  I hope that the calm remains.  I put the disputed tag back into the main article, because the text of the article is still disputed, even if the disputes have been resolved. I'll start making the changes to the main article soon.  It may take me a few days to a week to make all of the necessary changes, then remove the disputed sectionl.  After that, I will try editing for style. Thanks, Dan.  ",0
"  ::Well, Wolverhampton is by far the largest town/city in the vicinity!  The MBC areas of Dudley and Sandwell (and Walsall) contain several large towns within - Wolverhampton MBC does not.  The location of Wolverhampton is generally reasonably well-known so defining the rough geographical location of the Black Country as the area to the south and east of the city (without including the city) makes sense, even if Dudley is the largest town within the actual Black Country.",0
"`::POV would dictate a need to remove truth; as the saying goes, ``the truth will set you free.`` ::I've been doing lyrics for some 40 years and I know what people need to hear: the truth. ::I understand your style manual, etc. – we use the California Style Manual out here – but for you to edit a very important part of the Copyright Law: 17 USC Copyrights § 201, House Report No. 94-1476 [ownership]: is akin to coming in here and just deleting things as you please. ::Everyone (in Music) knows who Morris Levy, Peter Tripp, Alan Freed, and Dick Clark were and the scandals surrounding the Payola cases of the late 50's and early 60's; I think its important to leave this info in there. ::Also, its hot news. Don Henly, formerly of The Eagles (we need semi-bold for names or titles in italics), was sued by several members of his entourage for allegations of slavery. ::Refusing ownership to things someone else has stolen is very much the issue in copyrights. ::The things that you can or cannot copyright, legally, that's the issue; not what happens after you copyrighted it. ::You can't justify your definition here if you're hiding an important part of it. ::   `",0
"  ==Yo mama==  I fink dat u guys shld stop the sillyn3ss, k?",1
